Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Port Huron,Michigan,3802,US-Canada Border,Sep 2022,Truck Containers Empty,12027,42.999,-82.424,POINT (-82.423611 42.998611)
Vanceboro,Maine,0105,US-Canada Border,Oct 2022,Rail Containers Empty,1887,45.569,-67.429,POINT (-67.428541 45.568761)
Del Rio,Texas,2302,US-Mexico Border,Oct 2021,Personal Vehicle Passengers,172900,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,Jul 2023,Rail Containers Empty,12134,28.705,-100.512,POINT (-100.511977 28.705483)
Vanceboro,Maine,0105,US-Canada Border,Jul 2021,Trucks,72,45.569,-67.429,POINT (-67.428541 45.568761)
Champlain Rouses Point,New York,0712,US-Canada Border,May 2023,Truck Containers Loaded,20736,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Sherwood,North Dakota,3414,US-Canada Border,Jun 2022,Truck Containers Loaded,96,48.999,-101.628,POINT (-101.627527 48.999305)
Detroit,Michigan,3801,US-Canada Border,May 2021,Rail Containers Empty,3948,42.332,-83.048,POINT (-83.047924 42.331685)
Dalton Cache,Alaska,3106,US-Canada Border,Jan 2022,Truck Containers Loaded,4,59.451,-136.362,POINT (-136.361944 59.450556)
Ysleta,Texas,2401,US-Mexico Border,May 2023,Trucks,59109,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Ferry,Washington,3013,US-Canada Border,Feb 2021,Trucks,1,49.000,-118.761,POINT (-118.761166 49.000083)
Laredo,Texas,2304,US-Mexico Border,Jun 2023,Rail Containers Empty,18227,27.500,-99.507,POINT (-99.507412 27.499561)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep 2020,Rail Containers Loaded,1559,46.509,-84.361,POINT (-84.360833 46.508611)
Norton,Vermont,0211,US-Canada Border,Apr 2021,Truck Containers Empty,145,45.011,-71.793,POINT (-71.793219 45.010771)
Kenneth G Ward,Washington,3023,US-Canada Border,Aug 2021,Pedestrians,135,49.002,-122.485,POINT (-122.485027 49.002277)
Antler,North Dakota,3413,US-Canada Border,Sep 2020,Personal Vehicles,155,48.999,-101.296,POINT (-101.296055 48.999472)
International Falls,Minnesota,3604,US-Canada Border,Nov 2020,Trucks,1388,48.608,-93.401,POINT (-93.401355 48.6078)
Pembina,North Dakota,3401,US-Canada Border,Oct 2023,Truck Containers Loaded,34451,49.000,-97.237,POINT (-97.237036 49.000453)
Boundary,Washington,3015,US-Canada Border,Sep 2021,Truck Containers Empty,8,49.001,-117.628,POINT (-117.627583 49.00075)
Naco,Arizona,2603,US-Mexico Border,Sep 2020,Personal Vehicle Passengers,27245,31.334,-109.948,POINT (-109.948413 31.334084)
El Paso,Texas,2402,US-Mexico Border,Nov 2021,Truck Containers Loaded,5532,31.764,-106.451,POINT (-106.451188 31.764363)
Port Huron,Michigan,3802,US-Canada Border,Jan 2023,Trucks,66811,42.999,-82.424,POINT (-82.423611 42.998611)
Sweetgrass,Montana,3310,US-Canada Border,Mar 2023,Personal Vehicle Passengers,22417,48.998,-111.960,POINT (-111.959611 48.998388)
Port Huron,Michigan,3802,US-Canada Border,Feb 2021,Train Passengers,463,42.999,-82.424,POINT (-82.423611 42.998611)
Derby Line,Vermont,0209,US-Canada Border,Jul 2022,Personal Vehicles,40072,45.006,-72.099,POINT (-72.099279 45.005739)
Lukeville,Arizona,2602,US-Mexico Border,May 2023,Trucks,71,31.880,-112.817,POINT (-112.817077 31.880195)
Bridgewater,Maine,0127,US-Canada Border,Nov 2020,Truck Containers Empty,178,46.450,-67.785,POINT (-67.78484 46.450335)
Sweetgrass,Montana,3310,US-Canada Border,Jul 2023,Truck Containers Loaded,19004,48.998,-111.960,POINT (-111.959611 48.998388)
Grand Portage,Minnesota,3613,US-Canada Border,Dec 2023,Truck Containers Empty,284,48.001,-89.585,POINT (-89.58515 48.001427)
Jackman,Maine,0104,US-Canada Border,Jan 2023,Personal Vehicles,5384,45.806,-70.397,POINT (-70.396722 45.805661)
International Falls,Minnesota,3604,US-Canada Border,Apr 2022,Pedestrians,138,48.608,-93.401,POINT (-93.401355 48.6078)
Calexico East,California,2507,US-Mexico Border,Apr 2022,Truck Containers Loaded,19481,32.673,-115.388,POINT (-115.388018 32.673389)
Sarles,North Dakota,3409,US-Canada Border,Dec 2022,Personal Vehicles,82,49.000,-98.938,POINT (-98.938361 49.000027)
Blaine,Washington,3004,US-Canada Border,Sep 2020,Rail Containers Loaded,6956,48.994,-122.749,POINT (-122.748884 48.994045)
Wildhorse,Montana,3323,US-Canada Border,Feb 2022,Personal Vehicles,483,48.999,-110.215,POINT (-110.215083 48.999361)
Baudette,Minnesota,3424,US-Canada Border,Jul 2022,Personal Vehicle Passengers,16719,48.719,-94.590,POINT (-94.590467 48.719109)
Vanceboro,Maine,0105,US-Canada Border,Jun 2022,Trucks,86,45.569,-67.429,POINT (-67.428541 45.568761)
Eagle Pass,Texas,2303,US-Mexico Border,Jul 2021,Trains,198,28.705,-100.512,POINT (-100.511977 28.705483)
Eastport,Idaho,3302,US-Canada Border,Oct 2021,Personal Vehicles,1904,49.001,-116.181,POINT (-116.181027 49.000555)
Richford,Vermont,0203,US-Canada Border,Sep 2023,Truck Containers Loaded,229,45.012,-72.589,POINT (-72.588559 45.01174)
Highgate Springs,Vermont,0212,US-Canada Border,May 2022,Rail Containers Loaded,881,45.015,-73.085,POINT (-73.085037 45.015414)
Portal,North Dakota,3403,US-Canada Border,Sep 2022,Buses,9,48.999,-102.552,POINT (-102.551944 48.998944)
Sweetgrass,Montana,3310,US-Canada Border,Jan 2022,Trains,34,48.998,-111.960,POINT (-111.959611 48.998388)
San Ysidro,California,2504,US-Mexico Border,Dec 2023,Personal Vehicle Passengers,2124723,32.543,-117.029,POINT (-117.028761 32.542528)
Fort Fairfield,Maine,0107,US-Canada Border,Apr 2023,Pedestrians,42,46.765,-67.789,POINT (-67.789471 46.765323)
Detroit,Michigan,3801,US-Canada Border,Apr 2022,Truck Containers Loaded,88940,42.332,-83.048,POINT (-83.047924 42.331685)
Sumas,Washington,3009,US-Canada Border,Nov 2020,Rail Containers Loaded,76,49.002,-122.265,POINT (-122.264805 49.002388)
Sweetgrass,Montana,3310,US-Canada Border,Jul 2022,Rail Containers Loaded,2695,48.998,-111.960,POINT (-111.959611 48.998388)
Blaine,Washington,3004,US-Canada Border,Aug 2022,Rail Containers Loaded,7931,48.994,-122.749,POINT (-122.748884 48.994045)
International Falls,Minnesota,3604,US-Canada Border,Nov 2021,Buses,3,48.608,-93.401,POINT (-93.401355 48.6078)
Otay Mesa,California,2506,US-Mexico Border,Dec 2022,Personal Vehicles,475616,32.550,-116.939,POINT (-116.938538 32.55033)
Roseau,Minnesota,3426,US-Canada Border,Sep 2020,Personal Vehicle Passengers,834,49.000,-95.766,POINT (-95.766469 48.999538)
Massena,New York,0704,US-Canada Border,Mar 2023,Personal Vehicle Passengers,105104,44.991,-74.740,POINT (-74.739722 44.990556)
Scobey,Montana,3309,US-Canada Border,Aug 2022,Personal Vehicles,358,49.000,-105.408,POINT (-105.407638 48.999527)
Trout River,New York,0715,US-Canada Border,Feb 2023,Train Passengers,82,44.992,-74.308,POINT (-74.308172 44.992058)
Laredo,Texas,2304,US-Mexico Border,Nov 2022,Rail Containers Empty,18641,27.500,-99.507,POINT (-99.507412 27.499561)
Noonan,North Dakota,3420,US-Canada Border,Mar 2023,Trucks,59,48.999,-103.004,POINT (-103.004361 48.999333)
Westhope,North Dakota,3419,US-Canada Border,Sep 2020,Truck Containers Empty,221,49.000,-101.017,POINT (-101.017277 48.999611)
Kenneth G Ward,Washington,3023,US-Canada Border,Aug 2023,Trucks,3819,49.002,-122.485,POINT (-122.485027 49.002277)
Turner,Montana,3306,US-Canada Border,Feb 2022,Truck Containers Empty,11,49.000,-108.388,POINT (-108.387916 48.999527)
Fort Kent,Maine,0110,US-Canada Border,Jul 2022,Truck Containers Empty,733,47.249,-68.604,POINT (-68.603918 47.249206)
Douglas,Arizona,2601,US-Mexico Border,Dec 2021,Personal Vehicles,125660,31.334,-109.560,POINT (-109.560344 31.334043)
Dunseith,North Dakota,3422,US-Canada Border,Apr 2021,Truck Containers Loaded,1405,48.999,-100.052,POINT (-100.052166 48.999277)
Port Huron,Michigan,3802,US-Canada Border,Jul 2023,Personal Vehicles,101063,42.999,-82.424,POINT (-82.423611 42.998611)
Madawaska,Maine,0109,US-Canada Border,Aug 2021,Personal Vehicle Passengers,2206,47.360,-68.329,POINT (-68.328684 47.360052)
Richford,Vermont,0203,US-Canada Border,Aug 2021,Rail Containers Loaded,68,45.012,-72.589,POINT (-72.588559 45.01174)
Beecher Falls,Vermont,0206,US-Canada Border,Sep 2020,Personal Vehicle Passengers,397,45.013,-71.505,POINT (-71.505309 45.013411)
Metaline Falls,Washington,3025,US-Canada Border,May 2023,Truck Containers Empty,364,49.000,-117.299,POINT (-117.299444 48.999972)
Roseau,Minnesota,3426,US-Canada Border,Jun 2023,Truck Containers Empty,237,49.000,-95.766,POINT (-95.766469 48.999538)
Dalton Cache,Alaska,3106,US-Canada Border,Aug 2022,Truck Containers Loaded,16,59.451,-136.362,POINT (-136.361944 59.450556)
Madawaska,Maine,0109,US-Canada Border,Jan 2021,Truck Containers Empty,136,47.360,-68.329,POINT (-68.328684 47.360052)
Tecate,California,2505,US-Mexico Border,Sep 2023,Personal Vehicles,81085,32.576,-116.626,POINT (-116.626216 32.576428)
Fort Fairfield,Maine,0107,US-Canada Border,May 2022,Truck Containers Empty,481,46.765,-67.789,POINT (-67.789471 46.765323)
Nighthawk,Washington,3011,US-Canada Border,Oct 2021,Personal Vehicle Passengers,66,49.000,-119.671,POINT (-119.67103 49.000144)
Brownsville,Texas,2301,US-Mexico Border,Nov 2020,Personal Vehicle Passengers,405455,25.952,-97.401,POINT (-97.40067 25.95155)
Fort Fairfield,Maine,0107,US-Canada Border,Jun 2021,Personal Vehicles,815,46.765,-67.789,POINT (-67.789471 46.765323)
Pembina,North Dakota,3401,US-Canada Border,Jan 2022,Bus Passengers,23,49.000,-97.237,POINT (-97.237036 49.000453)
Otay Mesa,California,2506,US-Mexico Border,Dec 2023,Truck Containers Empty,21215,32.550,-116.939,POINT (-116.938538 32.55033)
Trout River,New York,0715,US-Canada Border,Oct 2023,Bus Passengers,46,44.992,-74.308,POINT (-74.308172 44.992058)
Laredo,Texas,2304,US-Mexico Border,Jan 2021,Pedestrians,133387,27.500,-99.507,POINT (-99.507412 27.499561)
Portal,North Dakota,3403,US-Canada Border,Mar 2021,Rail Containers Empty,8500,48.999,-102.552,POINT (-102.551944 48.998944)
Scobey,Montana,3309,US-Canada Border,Jan 2021,Truck Containers Loaded,50,49.000,-105.408,POINT (-105.407638 48.999527)
Jackman,Maine,0104,US-Canada Border,Nov 2020,Trains,25,45.806,-70.397,POINT (-70.396722 45.805661)
Houlton,Maine,0106,US-Canada Border,Dec 2021,Personal Vehicle Passengers,8592,46.135,-67.781,POINT (-67.781288 46.134879)
Van Buren,Maine,0108,US-Canada Border,Nov 2020,Trains,29,47.160,-67.931,POINT (-67.930799 47.159645)
Walhalla,North Dakota,3407,US-Canada Border,Oct 2020,Trucks,541,49.000,-97.908,POINT (-97.908416 49.000472)
Warroad,Minnesota,3423,US-Canada Border,Sep 2020,Truck Containers Empty,202,48.999,-95.377,POINT (-95.376555 48.999)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Aug 2023,Bus Passengers,410,46.509,-84.361,POINT (-84.360833 46.508611)
Eastport,Maine,0103,US-Canada Border,Apr 2021,Personal Vehicles,5194,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Beecher Falls,Vermont,0206,US-Canada Border,Sep 2021,Trucks,784,45.013,-71.505,POINT (-71.505309 45.013411)
Walhalla,North Dakota,3407,US-Canada Border,Dec 2023,Truck Containers Empty,448,49.000,-97.908,POINT (-97.908416 49.000472)
Fort Kent,Maine,0110,US-Canada Border,Nov 2023,Buses,2,47.249,-68.604,POINT (-68.603918 47.249206)
Eagle Pass,Texas,2303,US-Mexico Border,Nov 2023,Pedestrians,76455,28.705,-100.512,POINT (-100.511977 28.705483)
International Falls,Minnesota,3604,US-Canada Border,Nov 2022,Truck Containers Empty,567,48.608,-93.401,POINT (-93.401355 48.6078)
Pinecreek,Minnesota,3425,US-Canada Border,Dec 2023,Personal Vehicles,202,49.000,-95.978,POINT (-95.977694 48.999916)
Eastport,Idaho,3302,US-Canada Border,Jul 2023,Trains,56,49.001,-116.181,POINT (-116.181027 49.000555)
Van Buren,Maine,0108,US-Canada Border,May 2021,Personal Vehicle Passengers,835,47.160,-67.931,POINT (-67.930799 47.159645)
Brownsville,Texas,2301,US-Mexico Border,Aug 2020,Rail Containers Empty,3773,25.952,-97.401,POINT (-97.40067 25.95155)
International Falls,Minnesota,3604,US-Canada Border,Aug 2023,Trucks,1232,48.608,-93.401,POINT (-93.401355 48.6078)
Westhope,North Dakota,3419,US-Canada Border,Aug 2021,Personal Vehicle Passengers,113,49.000,-101.017,POINT (-101.017277 48.999611)
Nogales,Arizona,2604,US-Mexico Border,May 2023,Trains,71,31.333,-110.943,POINT (-110.942516 31.332839)
Turner,Montana,3306,US-Canada Border,Jan 2023,Personal Vehicle Passengers,791,49.000,-108.388,POINT (-108.387916 48.999527)
Carbury,North Dakota,3421,US-Canada Border,Sep 2021,Personal Vehicle Passengers,143,48.999,-100.556,POINT (-100.555805 48.999416)
Scobey,Montana,3309,US-Canada Border,Jul 2023,Personal Vehicle Passengers,1546,49.000,-105.408,POINT (-105.407638 48.999527)
Northgate,North Dakota,3406,US-Canada Border,Oct 2020,Truck Containers Empty,588,48.999,-102.275,POINT (-102.27475 48.998833)
Piegan,Montana,3316,US-Canada Border,Jun 2021,Truck Containers Empty,32,48.998,-113.379,POINT (-113.378777 48.998083)
Lukeville,Arizona,2602,US-Mexico Border,Jul 2022,Personal Vehicles,47300,31.880,-112.817,POINT (-112.817077 31.880195)
Tecate,California,2505,US-Mexico Border,Aug 2021,Trucks,6510,32.576,-116.626,POINT (-116.626216 32.576428)
Dalton Cache,Alaska,3106,US-Canada Border,Aug 2023,Truck Containers Empty,133,59.451,-136.362,POINT (-136.361944 59.450556)
Norton,Vermont,0211,US-Canada Border,May 2021,Rail Containers Loaded,595,45.011,-71.793,POINT (-71.793219 45.010771)
Oroville,Washington,3019,US-Canada Border,May 2022,Pedestrians,247,49.000,-119.462,POINT (-119.461833 49.000083)
International Falls,Minnesota,3604,US-Canada Border,Nov 2021,Bus Passengers,63,48.608,-93.401,POINT (-93.401355 48.6078)
Neche,North Dakota,3404,US-Canada Border,Aug 2021,Trucks,561,49.001,-97.557,POINT (-97.557333 49.000527)
Houlton,Maine,0106,US-Canada Border,Jul 2022,Bus Passengers,265,46.135,-67.781,POINT (-67.781288 46.134879)
Sweetgrass,Montana,3310,US-Canada Border,Dec 2022,Personal Vehicle Passengers,25409,48.998,-111.960,POINT (-111.959611 48.998388)
Jackman,Maine,0104,US-Canada Border,Feb 2022,Truck Containers Loaded,1670,45.806,-70.397,POINT (-70.396722 45.805661)
Roseau,Minnesota,3426,US-Canada Border,Aug 2020,Truck Containers Loaded,133,49.000,-95.766,POINT (-95.766469 48.999538)
Point Roberts,Washington,3017,US-Canada Border,Sep 2022,Personal Vehicle Passengers,66715,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Laurier,Washington,3016,US-Canada Border,May 2023,Train Passengers,7,49.000,-118.224,POINT (-118.223777 49.000083)
Rio Grande City,Texas,2307,US-Mexico Border,Aug 2023,Personal Vehicles,35688,26.366,-98.803,POINT (-98.802513 26.365761)
Boundary,Washington,3015,US-Canada Border,Oct 2022,Personal Vehicle Passengers,2251,49.001,-117.628,POINT (-117.627583 49.00075)
Detroit,Michigan,3801,US-Canada Border,Feb 2022,Trains,117,42.332,-83.048,POINT (-83.047924 42.331685)
Champlain Rouses Point,New York,0712,US-Canada Border,Dec 2022,Buses,436,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Blaine,Washington,3004,US-Canada Border,May 2022,Trains,166,48.994,-122.749,POINT (-122.748884 48.994045)
Trout River,New York,0715,US-Canada Border,Nov 2021,Trains,47,44.992,-74.308,POINT (-74.308172 44.992058)
Eastport,Idaho,3302,US-Canada Border,Jan 2023,Trucks,4387,49.001,-116.181,POINT (-116.181027 49.000555)
Turner,Montana,3306,US-Canada Border,May 2021,Truck Containers Loaded,15,49.000,-108.388,POINT (-108.387916 48.999527)
Sherwood,North Dakota,3414,US-Canada Border,Mar 2021,Truck Containers Empty,229,48.999,-101.628,POINT (-101.627527 48.999305)
Jackman,Maine,0104,US-Canada Border,Oct 2022,Rail Containers Empty,5465,45.806,-70.397,POINT (-70.396722 45.805661)
Opheim,Montana,3317,US-Canada Border,Jul 2023,Truck Containers Empty,1,49.000,-106.378,POINT (-106.377583 48.999527)
Kenneth G Ward,Washington,3023,US-Canada Border,Nov 2022,Personal Vehicle Passengers,51113,49.002,-122.485,POINT (-122.485027 49.002277)
Fort Kent,Maine,0110,US-Canada Border,Jun 2021,Truck Containers Loaded,111,47.249,-68.604,POINT (-68.603918 47.249206)
International Falls,Minnesota,3604,US-Canada Border,Apr 2022,Rail Containers Loaded,50612,48.608,-93.401,POINT (-93.401355 48.6078)
Ogdensburg,New York,0701,US-Canada Border,May 2021,Personal Vehicles,2047,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Eastport,Idaho,3302,US-Canada Border,Nov 2023,Buses,2,49.001,-116.181,POINT (-116.181027 49.000555)
Champlain Rouses Point,New York,0712,US-Canada Border,Nov 2021,Bus Passengers,457,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Fort Kent,Maine,0110,US-Canada Border,Jul 2022,Pedestrians,50,47.249,-68.604,POINT (-68.603918 47.249206)
Lancaster,Minnesota,3430,US-Canada Border,Mar 2023,Trucks,532,49.000,-96.801,POINT (-96.800527 49.000194)
Del Rio,Texas,2302,US-Mexico Border,Nov 2021,Truck Containers Empty,1829,29.327,-100.928,POINT (-100.927612 29.326784)
Del Bonita,Montana,3322,US-Canada Border,Feb 2021,Trucks,77,48.999,-112.788,POINT (-112.78825 48.998555)
Pembina,North Dakota,3401,US-Canada Border,Feb 2023,Truck Containers Empty,2731,49.000,-97.237,POINT (-97.237036 49.000453)
Rio Grande City,Texas,2307,US-Mexico Border,Aug 2020,Truck Containers Loaded,2660,26.366,-98.803,POINT (-98.802513 26.365761)
San Ysidro,California,2504,US-Mexico Border,Aug 2023,Bus Passengers,34204,32.543,-117.029,POINT (-117.028761 32.542528)
Eastport,Idaho,3302,US-Canada Border,Aug 2020,Rail Containers Loaded,9720,49.001,-116.181,POINT (-116.181027 49.000555)
Calais,Maine,0115,US-Canada Border,Jul 2023,Rail Containers Empty,48,45.189,-67.275,POINT (-67.275381 45.188548)
Nogales,Arizona,2604,US-Mexico Border,Oct 2022,Trucks,26679,31.333,-110.943,POINT (-110.942516 31.332839)
Sumas,Washington,3009,US-Canada Border,Jun 2022,Rail Containers Loaded,73,49.002,-122.265,POINT (-122.264805 49.002388)
Richford,Vermont,0203,US-Canada Border,Feb 2023,Truck Containers Empty,229,45.012,-72.589,POINT (-72.588559 45.01174)
Warroad,Minnesota,3423,US-Canada Border,Mar 2022,Buses,46,48.999,-95.377,POINT (-95.376555 48.999)
Point Roberts,Washington,3017,US-Canada Border,Nov 2022,Personal Vehicle Passengers,60692,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Detroit,Michigan,3801,US-Canada Border,Sep 2022,Truck Containers Loaded,95316,42.332,-83.048,POINT (-83.047924 42.331685)
Neche,North Dakota,3404,US-Canada Border,Feb 2022,Truck Containers Loaded,829,49.001,-97.557,POINT (-97.557333 49.000527)
Fort Fairfield,Maine,0107,US-Canada Border,Dec 2023,Pedestrians,63,46.765,-67.789,POINT (-67.789471 46.765323)
Trout River,New York,0715,US-Canada Border,Nov 2020,Personal Vehicle Passengers,1098,44.992,-74.308,POINT (-74.308172 44.992058)
Ysleta,Texas,2401,US-Mexico Border,Nov 2022,Trucks,52140,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Sumas,Washington,3009,US-Canada Border,Apr 2023,Trucks,11265,49.002,-122.265,POINT (-122.264805 49.002388)
Nogales,Arizona,2604,US-Mexico Border,Oct 2020,Trains,42,31.333,-110.943,POINT (-110.942516 31.332839)
Jackman,Maine,0104,US-Canada Border,Jan 2022,Personal Vehicle Passengers,4058,45.806,-70.397,POINT (-70.396722 45.805661)
Point Roberts,Washington,3017,US-Canada Border,Jan 2021,Buses,20,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Point Roberts,Washington,3017,US-Canada Border,Oct 2023,Trucks,491,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Columbus,New Mexico,2406,US-Mexico Border,Feb 2021,Personal Vehicles,20308,31.784,-107.628,POINT (-107.627948 31.783742)
Highgate Springs,Vermont,0212,US-Canada Border,Jun 2022,Truck Containers Empty,1673,45.015,-73.085,POINT (-73.085037 45.015414)
Presidio,Texas,2403,US-Mexico Border,Apr 2022,Trucks,846,29.562,-104.395,POINT (-104.394907 29.561827)
Calexico East,California,2507,US-Mexico Border,May 2023,Pedestrians,50241,32.673,-115.388,POINT (-115.388018 32.673389)
Del Rio,Texas,2302,US-Mexico Border,Dec 2021,Truck Containers Loaded,3902,29.327,-100.928,POINT (-100.927612 29.326784)
Northgate,North Dakota,3406,US-Canada Border,Aug 2020,Personal Vehicle Passengers,127,48.999,-102.275,POINT (-102.27475 48.998833)
Point Roberts,Washington,3017,US-Canada Border,Feb 2022,Personal Vehicles,22737,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Presidio,Texas,2403,US-Mexico Border,Oct 2020,Trucks,889,29.562,-104.395,POINT (-104.394907 29.561827)
Calexico,California,2503,US-Mexico Border,Nov 2020,Personal Vehicle Passengers,498944,32.673,-115.388,POINT (-115.388018 32.673389)
Vanceboro,Maine,0105,US-Canada Border,Dec 2020,Rail Containers Loaded,1016,45.569,-67.429,POINT (-67.428541 45.568761)
Walhalla,North Dakota,3407,US-Canada Border,Mar 2023,Truck Containers Loaded,81,49.000,-97.908,POINT (-97.908416 49.000472)
Eagle Pass,Texas,2303,US-Mexico Border,May 2023,Personal Vehicles,261642,28.705,-100.512,POINT (-100.511977 28.705483)
Blaine,Washington,3004,US-Canada Border,Jul 2023,Personal Vehicles,311087,48.994,-122.749,POINT (-122.748884 48.994045)
Douglas,Arizona,2601,US-Mexico Border,Nov 2021,Truck Containers Loaded,1403,31.334,-109.560,POINT (-109.560344 31.334043)
Hidalgo,Texas,2305,US-Mexico Border,Mar 2022,Buses,1233,26.095,-98.271,POINT (-98.271092 26.095032)
Maida,North Dakota,3416,US-Canada Border,Jun 2022,Truck Containers Empty,150,49.000,-98.365,POINT (-98.36525 49.00025)
Port Huron,Michigan,3802,US-Canada Border,Nov 2022,Buses,48,42.999,-82.424,POINT (-82.423611 42.998611)
Pembina,North Dakota,3401,US-Canada Border,Sep 2023,Bus Passengers,502,49.000,-97.237,POINT (-97.237036 49.000453)
Calais,Maine,0115,US-Canada Border,May 2022,Pedestrians,352,45.189,-67.275,POINT (-67.275381 45.188548)
Sumas,Washington,3009,US-Canada Border,Sep 2021,Train Passengers,57,49.002,-122.265,POINT (-122.264805 49.002388)
Metaline Falls,Washington,3025,US-Canada Border,Jun 2021,Personal Vehicles,64,49.000,-117.299,POINT (-117.299444 48.999972)
Turner,Montana,3306,US-Canada Border,Oct 2021,Truck Containers Empty,67,49.000,-108.388,POINT (-108.387916 48.999527)
St John,North Dakota,3405,US-Canada Border,Aug 2020,Trucks,47,48.999,-99.659,POINT (-99.659111 48.999277)
Lukeville,Arizona,2602,US-Mexico Border,Sep 2023,Bus Passengers,287,31.880,-112.817,POINT (-112.817077 31.880195)
Baudette,Minnesota,3424,US-Canada Border,Mar 2022,Personal Vehicle Passengers,2267,48.719,-94.590,POINT (-94.590467 48.719109)
Dalton Cache,Alaska,3106,US-Canada Border,Sep 2023,Bus Passengers,90,59.451,-136.362,POINT (-136.361944 59.450556)
Pembina,North Dakota,3401,US-Canada Border,Jul 2022,Bus Passengers,499,49.000,-97.237,POINT (-97.237036 49.000453)
Fort Fairfield,Maine,0107,US-Canada Border,Jul 2023,Truck Containers Loaded,44,46.765,-67.789,POINT (-67.789471 46.765323)
Kenneth G Ward,Washington,3023,US-Canada Border,Jan 2022,Truck Containers Loaded,444,49.002,-122.485,POINT (-122.485027 49.002277)
International Falls,Minnesota,3604,US-Canada Border,Nov 2022,Truck Containers Loaded,830,48.608,-93.401,POINT (-93.401355 48.6078)
Vanceboro,Maine,0105,US-Canada Border,Jul 2021,Train Passengers,68,45.569,-67.429,POINT (-67.428541 45.568761)
Pinecreek,Minnesota,3425,US-Canada Border,Aug 2021,Truck Containers Loaded,6,49.000,-95.978,POINT (-95.977694 48.999916)
Algonac,Michigan,3814,US-Canada Border,Oct 2022,Personal Vehicles,2587,42.618,-82.531,POINT (-82.5311 42.6183)
Brownsville,Texas,2301,US-Mexico Border,Dec 2020,Truck Containers Empty,16033,25.952,-97.401,POINT (-97.40067 25.95155)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2022,Personal Vehicle Passengers,109078,31.784,-106.679,POINT (-106.679437 31.783939)
Madawaska,Maine,0109,US-Canada Border,Nov 2021,Pedestrians,5,47.360,-68.329,POINT (-68.328684 47.360052)
Blaine,Washington,3004,US-Canada Border,Aug 2023,Trucks,30581,48.994,-122.749,POINT (-122.748884 48.994045)
San Ysidro,California,2504,US-Mexico Border,Dec 2022,Pedestrians,567034,32.543,-117.029,POINT (-117.028761 32.542528)
Portal,North Dakota,3403,US-Canada Border,Feb 2022,Train Passengers,477,48.999,-102.552,POINT (-102.551944 48.998944)
Jackman,Maine,0104,US-Canada Border,Jan 2022,Personal Vehicles,2820,45.806,-70.397,POINT (-70.396722 45.805661)
Northgate,North Dakota,3406,US-Canada Border,Feb 2022,Personal Vehicle Passengers,275,48.999,-102.275,POINT (-102.27475 48.998833)
Houlton,Maine,0106,US-Canada Border,May 2022,Personal Vehicle Passengers,14740,46.135,-67.781,POINT (-67.781288 46.134879)
Otay Mesa,California,2506,US-Mexico Border,Feb 2021,Pedestrians,152454,32.550,-116.939,POINT (-116.938538 32.55033)
Maida,North Dakota,3416,US-Canada Border,Mar 2023,Trucks,55,49.000,-98.365,POINT (-98.36525 49.00025)
Pinecreek,Minnesota,3425,US-Canada Border,Oct 2020,Personal Vehicles,40,49.000,-95.978,POINT (-95.977694 48.999916)
Carbury,North Dakota,3421,US-Canada Border,Sep 2020,Personal Vehicle Passengers,103,48.999,-100.556,POINT (-100.555805 48.999416)
Warroad,Minnesota,3423,US-Canada Border,Apr 2022,Personal Vehicle Passengers,5217,48.999,-95.377,POINT (-95.376555 48.999)
Northgate,North Dakota,3406,US-Canada Border,Feb 2021,Rail Containers Loaded,499,48.999,-102.275,POINT (-102.27475 48.998833)
Champlain Rouses Point,New York,0712,US-Canada Border,Sep 2023,Bus Passengers,15643,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan 2023,Buses,54,31.784,-106.679,POINT (-106.679437 31.783939)
Andrade,California,2502,US-Mexico Border,Jul 2023,Personal Vehicle Passengers,86297,32.718,-114.728,POINT (-114.72832 32.718143)
Hidalgo,Texas,2305,US-Mexico Border,Oct 2022,Buses,1059,26.095,-98.271,POINT (-98.271092 26.095032)
Otay Mesa,California,2506,US-Mexico Border,May 2021,Bus Passengers,1154,32.550,-116.939,POINT (-116.938538 32.55033)
Progreso,Texas,2309,US-Mexico Border,Aug 2022,Truck Containers Loaded,2285,26.062,-97.950,POINT (-97.949958 26.062133)
