Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Roseau,Minnesota,3426,US-Canada Border,May 2018,Trucks,222,49.000,-95.766,POINT (-95.766469 48.999538)
Scobey,Montana,3309,US-Canada Border,Dec 2019,Trucks,36,49.000,-105.408,POINT (-105.407638 48.999527)
Northgate,North Dakota,3406,US-Canada Border,Mar 2018,Buses,2,48.999,-102.275,POINT (-102.27475 48.998833)
Grand Portage,Minnesota,3613,US-Canada Border,Dec 2018,Trucks,914,48.001,-89.585,POINT (-89.58515 48.001427)
Vanceboro,Maine,0105,US-Canada Border,Oct 2019,Personal Vehicle Passengers,3069,45.569,-67.429,POINT (-67.428541 45.568761)
Presidio,Texas,2403,US-Mexico Border,Mar 2020,Personal Vehicle Passengers,91443,29.562,-104.395,POINT (-104.394907 29.561827)
Richford,Vermont,0203,US-Canada Border,Jun 2018,Personal Vehicle Passengers,17814,45.012,-72.589,POINT (-72.588559 45.01174)
Douglas,Arizona,2601,US-Mexico Border,Apr 2020,Truck Containers Empty,696,31.334,-109.560,POINT (-109.560344 31.334043)
Boundary,Washington,3015,US-Canada Border,Nov 2018,Rail Containers Loaded,587,49.001,-117.628,POINT (-117.627583 49.00075)
Lukeville,Arizona,2602,US-Mexico Border,Apr 2018,Personal Vehicles,39494,31.880,-112.817,POINT (-112.817077 31.880195)
Port Huron,Michigan,3802,US-Canada Border,Dec 2017,Personal Vehicles,122456,42.999,-82.424,POINT (-82.423611 42.998611)
Portal,North Dakota,3403,US-Canada Border,Feb 2019,Truck Containers Empty,1335,48.999,-102.552,POINT (-102.551944 48.998944)
Tecate,California,2505,US-Mexico Border,Sep 2019,Personal Vehicle Passengers,165158,32.576,-116.626,POINT (-116.626216 32.576428)
Houlton,Maine,0106,US-Canada Border,Oct 2018,Buses,40,46.135,-67.781,POINT (-67.781288 46.134879)
Northgate,North Dakota,3406,US-Canada Border,May 2019,Rail Containers Empty,157,48.999,-102.275,POINT (-102.27475 48.998833)
Wildhorse,Montana,3323,US-Canada Border,Oct 2018,Personal Vehicle Passengers,1817,48.999,-110.215,POINT (-110.215083 48.999361)
Portal,North Dakota,3403,US-Canada Border,Sep 2017,Personal Vehicles,7062,48.999,-102.552,POINT (-102.551944 48.998944)
Vanceboro,Maine,0105,US-Canada Border,Dec 2017,Trains,26,45.569,-67.429,POINT (-67.428541 45.568761)
Highgate Springs,Vermont,0212,US-Canada Border,Sep 2017,Buses,303,45.015,-73.085,POINT (-73.085037 45.015414)
Piegan,Montana,3316,US-Canada Border,May 2019,Personal Vehicles,7011,48.998,-113.379,POINT (-113.378777 48.998083)
Ambrose,North Dakota,3410,US-Canada Border,Sep 2018,Personal Vehicle Passengers,116,48.999,-103.487,POINT (-103.486555 48.999305)
Wildhorse,Montana,3323,US-Canada Border,Jun 2018,Bus Passengers,63,48.999,-110.215,POINT (-110.215083 48.999361)
Calexico East,California,2507,US-Mexico Border,Dec 2017,Rail Containers Loaded,19,32.673,-115.388,POINT (-115.388018 32.673389)
Roseau,Minnesota,3426,US-Canada Border,Jul 2017,Personal Vehicle Passengers,9081,49.000,-95.766,POINT (-95.766469 48.999538)
Tecate,California,2505,US-Mexico Border,Mar 2020,Personal Vehicle Passengers,110322,32.576,-116.626,POINT (-116.626216 32.576428)
Brownsville,Texas,2301,US-Mexico Border,Feb 2020,Bus Passengers,3072,25.952,-97.401,POINT (-97.40067 25.95155)
Grand Portage,Minnesota,3613,US-Canada Border,Jan 2019,Trucks,1034,48.001,-89.585,POINT (-89.58515 48.001427)
Norton,Vermont,0211,US-Canada Border,Aug 2018,Truck Containers Empty,338,45.011,-71.793,POINT (-71.793219 45.010771)
Van Buren,Maine,0108,US-Canada Border,Sep 2018,Buses,1,47.160,-67.931,POINT (-67.930799 47.159645)
Van Buren,Maine,0108,US-Canada Border,Aug 2019,Rail Containers Empty,319,47.160,-67.931,POINT (-67.930799 47.159645)
Portal,North Dakota,3403,US-Canada Border,Feb 2020,Pedestrians,100,48.999,-102.552,POINT (-102.551944 48.998944)
Northgate,North Dakota,3406,US-Canada Border,Mar 2019,Rail Containers Loaded,555,48.999,-102.275,POINT (-102.27475 48.998833)
Point Roberts,Washington,3017,US-Canada Border,May 2020,Truck Containers Loaded,121,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Raymond,Montana,3301,US-Canada Border,Dec 2019,Pedestrians,47,48.999,-104.574,POINT (-104.574333 48.999194)
Massena,New York,0704,US-Canada Border,Oct 2018,Personal Vehicles,76271,44.991,-74.740,POINT (-74.739722 44.990556)
Calais,Maine,0115,US-Canada Border,Sep 2018,Rail Containers Empty,19,45.189,-67.275,POINT (-67.275381 45.188548)
Champlain Rouses Point,New York,0712,US-Canada Border,Nov 2019,Personal Vehicle Passengers,139951,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Friday Harbor,Washington,3014,US-Canada Border,Aug 2017,Personal Vehicle Passengers,1313,48.534,-123.016,POINT (-123.016484 48.534485)
Fortuna,North Dakota,3417,US-Canada Border,Dec 2017,Personal Vehicle Passengers,1491,49.000,-103.809,POINT (-103.80925 48.999555)
Boundary,Washington,3015,US-Canada Border,Sep 2017,Pedestrians,9,49.001,-117.628,POINT (-117.627583 49.00075)
Port Angeles,Washington,3007,US-Canada Border,Jan 2018,Trucks,18,48.122,-123.431,POINT (-123.430694 48.121858)
Frontier,Washington,3020,US-Canada Border,Nov 2019,Bus Passengers,107,49.000,-117.832,POINT (-117.831527 49.0005)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2018,Trucks,3694,46.509,-84.361,POINT (-84.360833 46.508611)
Limestone,Maine,0118,US-Canada Border,Oct 2019,Personal Vehicles,1151,46.925,-67.790,POINT (-67.789597 46.924555)
Fort Fairfield,Maine,0107,US-Canada Border,May 2019,Personal Vehicles,9142,46.765,-67.789,POINT (-67.789471 46.765323)
Hidalgo,Texas,2305,US-Mexico Border,Jul 2017,Truck Containers Empty,14663,26.095,-98.271,POINT (-98.271092 26.095032)
Sasabe,Arizona,2606,US-Mexico Border,Oct 2019,Personal Vehicles,2067,31.483,-111.544,POINT (-111.544363 31.483039)
Hansboro,North Dakota,3415,US-Canada Border,Nov 2018,Buses,2,49.000,-99.347,POINT (-99.346527 48.999583)
St John,North Dakota,3405,US-Canada Border,Mar 2019,Trucks,131,48.999,-99.659,POINT (-99.659111 48.999277)
Morgan,Montana,3319,US-Canada Border,Feb 2020,Personal Vehicles,357,49.000,-107.832,POINT (-107.831819 48.999829)
Oroville,Washington,3019,US-Canada Border,Aug 2018,Personal Vehicles,25754,49.000,-119.462,POINT (-119.461833 49.000083)
Sweetgrass,Montana,3310,US-Canada Border,Nov 2018,Train Passengers,180,48.998,-111.960,POINT (-111.959611 48.998388)
Calais,Maine,0115,US-Canada Border,Feb 2019,Personal Vehicle Passengers,60454,45.189,-67.275,POINT (-67.275381 45.188548)
Metaline Falls,Washington,3025,US-Canada Border,Apr 2020,Personal Vehicle Passengers,39,49.000,-117.299,POINT (-117.299444 48.999972)
Hannah,North Dakota,3408,US-Canada Border,Jan 2018,Personal Vehicle Passengers,98,49.000,-98.694,POINT (-98.693777 49.000138)
Point Roberts,Washington,3017,US-Canada Border,Feb 2019,Personal Vehicles,58947,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Fortuna,North Dakota,3417,US-Canada Border,Feb 2020,Bus Passengers,36,49.000,-103.809,POINT (-103.80925 48.999555)
Bridgewater,Maine,0127,US-Canada Border,Jan 2019,Truck Containers Empty,316,46.450,-67.785,POINT (-67.78484 46.450335)
Highgate Springs,Vermont,0212,US-Canada Border,Sep 2017,Personal Vehicle Passengers,99057,45.015,-73.085,POINT (-73.085037 45.015414)
Brownsville,Texas,2301,US-Mexico Border,May 2020,Bus Passengers,776,25.952,-97.401,POINT (-97.40067 25.95155)
Van Buren,Maine,0108,US-Canada Border,Apr 2020,Rail Containers Loaded,511,47.160,-67.931,POINT (-67.930799 47.159645)
Presidio,Texas,2403,US-Mexico Border,Jun 2020,Truck Containers Empty,267,29.562,-104.395,POINT (-104.394907 29.561827)
Brownsville,Texas,2301,US-Mexico Border,Dec 2019,Rail Containers Loaded,917,25.952,-97.401,POINT (-97.40067 25.95155)
Presidio,Texas,2403,US-Mexico Border,Nov 2018,Truck Containers Empty,126,29.562,-104.395,POINT (-104.394907 29.561827)
Lancaster,Minnesota,3430,US-Canada Border,Jul 2019,Personal Vehicles,3397,49.000,-96.801,POINT (-96.800527 49.000194)
Sumas,Washington,3009,US-Canada Border,Aug 2018,Bus Passengers,537,49.002,-122.265,POINT (-122.264805 49.002388)
Friday Harbor,Washington,3014,US-Canada Border,Jan 2019,Personal Vehicles,44,48.534,-123.016,POINT (-123.016484 48.534485)
Skagway,Alaska,3103,US-Canada Border,Sep 2019,Personal Vehicle Passengers,15132,59.630,-135.164,POINT (-135.164444 59.629722)
Del Bonita,Montana,3322,US-Canada Border,Jan 2018,Personal Vehicle Passengers,3017,48.999,-112.788,POINT (-112.78825 48.998555)
Nogales,Arizona,2604,US-Mexico Border,Feb 2019,Buses,717,31.333,-110.943,POINT (-110.942516 31.332839)
Fort Kent,Maine,0110,US-Canada Border,Aug 2019,Truck Containers Loaded,122,47.249,-68.604,POINT (-68.603918 47.249206)
Houlton,Maine,0106,US-Canada Border,Mar 2019,Personal Vehicle Passengers,30798,46.135,-67.781,POINT (-67.781288 46.134879)
Presidio,Texas,2403,US-Mexico Border,Jun 2020,Truck Containers Loaded,326,29.562,-104.395,POINT (-104.394907 29.561827)
Port Huron,Michigan,3802,US-Canada Border,Aug 2018,Truck Containers Empty,18437,42.999,-82.424,POINT (-82.423611 42.998611)
Noonan,North Dakota,3420,US-Canada Border,Mar 2019,Truck Containers Empty,240,48.999,-103.004,POINT (-103.004361 48.999333)
Roosville,Montana,3318,US-Canada Border,Jul 2019,Personal Vehicle Passengers,49837,49.000,-115.056,POINT (-115.056027 48.999638)
Walhalla,North Dakota,3407,US-Canada Border,Dec 2018,Truck Containers Loaded,171,49.000,-97.908,POINT (-97.908416 49.000472)
Eagle Pass,Texas,2303,US-Mexico Border,Sep 2019,Pedestrians,68664,28.705,-100.512,POINT (-100.511977 28.705483)
Eagle Pass,Texas,2303,US-Mexico Border,Dec 2017,Rail Containers Loaded,13965,28.705,-100.512,POINT (-100.511977 28.705483)
Portal,North Dakota,3403,US-Canada Border,Jan 2018,Personal Vehicles,4177,48.999,-102.552,POINT (-102.551944 48.998944)
Douglas,Arizona,2601,US-Mexico Border,Apr 2020,Bus Passengers,5,31.334,-109.560,POINT (-109.560344 31.334043)
Portal,North Dakota,3403,US-Canada Border,Feb 2020,Trains,153,48.999,-102.552,POINT (-102.551944 48.998944)
Maida,North Dakota,3416,US-Canada Border,Nov 2019,Truck Containers Empty,54,49.000,-98.365,POINT (-98.36525 49.00025)
Norton,Vermont,0211,US-Canada Border,Apr 2020,Rail Containers Loaded,609,45.011,-71.793,POINT (-71.793219 45.010771)
Champlain Rouses Point,New York,0712,US-Canada Border,Apr 2019,Buses,846,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Port Huron,Michigan,3802,US-Canada Border,Dec 2019,Personal Vehicle Passengers,233253,42.999,-82.424,POINT (-82.423611 42.998611)
Columbus,New Mexico,2406,US-Mexico Border,Oct 2018,Trucks,2992,31.784,-107.628,POINT (-107.627948 31.783742)
Jackman,Maine,0104,US-Canada Border,May 2018,Truck Containers Loaded,1952,45.806,-70.397,POINT (-70.396722 45.805661)
Eagle Pass,Texas,2303,US-Mexico Border,May 2020,Rail Containers Loaded,5162,28.705,-100.512,POINT (-100.511977 28.705483)
Derby Line,Vermont,0209,US-Canada Border,Feb 2018,Personal Vehicle Passengers,47712,45.006,-72.099,POINT (-72.099279 45.005739)
Roosville,Montana,3318,US-Canada Border,Jul 2019,Truck Containers Empty,451,49.000,-115.056,POINT (-115.056027 48.999638)
Westhope,North Dakota,3419,US-Canada Border,Jan 2018,Personal Vehicles,551,49.000,-101.017,POINT (-101.017277 48.999611)
Douglas,Arizona,2601,US-Mexico Border,Jun 2018,Pedestrians,61242,31.334,-109.560,POINT (-109.560344 31.334043)
Houlton,Maine,0106,US-Canada Border,Nov 2018,Bus Passengers,1919,46.135,-67.781,POINT (-67.781288 46.134879)
Dalton Cache,Alaska,3106,US-Canada Border,Aug 2019,Truck Containers Loaded,8,59.451,-136.362,POINT (-136.361944 59.450556)
International Falls,Minnesota,3604,US-Canada Border,Aug 2017,Train Passengers,634,48.608,-93.401,POINT (-93.401355 48.6078)
St John,North Dakota,3405,US-Canada Border,Apr 2019,Truck Containers Empty,12,48.999,-99.659,POINT (-99.659111 48.999277)
Kenneth G Ward,Washington,3023,US-Canada Border,Jun 2018,Buses,7,49.002,-122.485,POINT (-122.485027 49.002277)
Alexandria Bay,New York,0708,US-Canada Border,Mar 2018,Trucks,16827,44.347,-75.984,POINT (-75.983592 44.347229)
Dalton Cache,Alaska,3106,US-Canada Border,Jun 2018,Personal Vehicle Passengers,6479,59.451,-136.362,POINT (-136.361944 59.450556)
Derby Line,Vermont,0209,US-Canada Border,Aug 2017,Buses,146,45.006,-72.099,POINT (-72.099279 45.005739)
Detroit,Michigan,3801,US-Canada Border,Mar 2020,Train Passengers,447,42.332,-83.048,POINT (-83.047924 42.331685)
Sweetgrass,Montana,3310,US-Canada Border,Aug 2018,Rail Containers Loaded,2185,48.998,-111.960,POINT (-111.959611 48.998388)
Frontier,Washington,3020,US-Canada Border,Jun 2019,Bus Passengers,183,49.000,-117.832,POINT (-117.831527 49.0005)
Lukeville,Arizona,2602,US-Mexico Border,May 2019,Buses,54,31.880,-112.817,POINT (-112.817077 31.880195)
Norton,Vermont,0211,US-Canada Border,Dec 2017,Rail Containers Empty,127,45.011,-71.793,POINT (-71.793219 45.010771)
Columbus,New Mexico,2406,US-Mexico Border,May 2018,Trucks,793,31.784,-107.628,POINT (-107.627948 31.783742)
Eastport,Maine,0103,US-Canada Border,Oct 2018,Bus Passengers,373,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Portal,North Dakota,3403,US-Canada Border,Oct 2018,Truck Containers Loaded,6571,48.999,-102.552,POINT (-102.551944 48.998944)
Highgate Springs,Vermont,0212,US-Canada Border,Mar 2019,Rail Containers Loaded,1338,45.015,-73.085,POINT (-73.085037 45.015414)
Morgan,Montana,3319,US-Canada Border,May 2018,Bus Passengers,25,49.000,-107.832,POINT (-107.831819 48.999829)
Port Angeles,Washington,3007,US-Canada Border,Sep 2017,Buses,5,48.122,-123.431,POINT (-123.430694 48.121858)
Eastport,Idaho,3302,US-Canada Border,Aug 2020,Truck Containers Empty,1542,49.001,-116.181,POINT (-116.181027 49.000555)
Rio Grande City,Texas,2307,US-Mexico Border,Jun 2019,Trucks,3571,26.366,-98.803,POINT (-98.802513 26.365761)
Calais,Maine,0115,US-Canada Border,Aug 2017,Bus Passengers,986,45.189,-67.275,POINT (-67.275381 45.188548)
Jackman,Maine,0104,US-Canada Border,Mar 2018,Bus Passengers,214,45.806,-70.397,POINT (-70.396722 45.805661)
Roosville,Montana,3318,US-Canada Border,Mar 2019,Personal Vehicles,9282,49.000,-115.056,POINT (-115.056027 48.999638)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2019,Trucks,3644,46.509,-84.361,POINT (-84.360833 46.508611)
Northgate,North Dakota,3406,US-Canada Border,Mar 2020,Pedestrians,11,48.999,-102.275,POINT (-102.27475 48.998833)
